station,valid,tmpc,dwpc,relh,drct,sped,mslp,p01m
CID,2017-11-19 06:52,-4.39,-8.28,74.27,310.00,20.70,1018.00,0.00
CID,2017-11-19 07:52,-4.39,-9.39,68.09,320.00,19.55,1018.50,0.00
CID,2017-11-19 08:52,-5.61,-9.39,74.69,310.00,13.80,1018.90,0.00
CID,2017-11-19 09:52,-5.61,-10.00,71.18,310.00,14.95,1019.30,0.00
CID,2017-11-19 10:52,-6.11,-10.61,70.45,310.00,14.95,1020.20,0.00
CID,2017-11-19 11:52,-6.72,-10.61,73.83,310.00,9.20,1020.50,0.00
CID,2017-11-19 12:52,-7.78,-10.61,80.09,300.00,10.35,1020.70,0.00
CID,2017-11-19 13:52,-6.72,-10.00,77.48,300.00,11.50,1021.20,0.00
CID,2017-11-19 14:52,-3.89,-9.39,65.58,310.00,14.95,1022.30,0.00
CID,2017-11-19 15:52,-2.78,-10.00,57.53,310.00,14.95,1022.50,0.00
CID,2017-11-19 16:52,-1.11,-10.00,50.88,290.00,10.35,1022.30,0.00
CID,2017-11-19 17:52,1.11,-7.22,53.77,280.00,11.50,1021.70,0.00
CID,2017-11-19 18:52,2.22,-7.22,49.66,230.00,10.35,1020.20,0.00
CID,2017-11-19 19:52,3.33,-6.11,50.18,250.00,13.80,1019.90,0.00
CID,2017-11-19 20:52,3.89,-6.11,48.06,220.00,8.05,1019.40,0.00
CID,2017-11-19 21:52,3.89,-5.61,49.93,210.00,5.75,1018.90,0.00
CID,2017-11-19 22:52,0.56,-5.61,63.06,200.00,9.20,1018.30,0.00
CID,2017-11-19 23:52,-0.61,-5.61,68.91,180.00,6.90,1018.30,0.00
CID,2017-11-20 00:52,0.00,-5.00,69.04,180.00,6.90,1018.30,0.00
CID,2017-11-20 01:52,-0.61,-5.00,72.18,190.00,10.35,1017.80,0.00
CID,2017-11-20 02:52,-1.11,-4.39,78.40,190.00,8.05,1017.30,0.00
CID,2017-11-20 03:52,0.00,-3.89,75.07,180.00,10.35,1016.60,0.00
CID,2017-11-20 04:52,0.56,-3.28,75.18,190.00,11.50,1015.40,0.00
CID,2017-11-20 05:52,1.11,-3.28,72.52,190.00,10.35,1014.80,0.00
CID,2017-11-20 06:52,1.11,-2.78,75.26,190.00,9.20,1013.90,0.00
CID,2017-11-20 07:52,0.00,-2.78,81.55,190.00,10.35,1013.50,0.00
CID,2017-11-20 08:52,-0.61,-3.28,82.15,190.00,6.90,1013.20,0.00
CID,2017-11-20 09:52,-0.61,-2.78,85.26,190.00,9.20,1012.40,0.00
CID,2017-11-20 10:52,0.00,-2.78,81.55,180.00,9.20,1011.90,0.00
CID,2017-11-20 11:52,0.56,-2.22,81.30,170.00,9.20,1012.00,0.00
CID,2017-11-20 12:52,0.56,-2.22,81.30,180.00,11.50,1011.60,0.00
CID,2017-11-20 13:52,1.67,-2.22,75.06,180.00,9.20,1011.10,0.00
CID,2017-11-20 14:52,5.00,-0.61,67.03,190.00,17.25,1009.90,0.00
CID,2017-11-20 15:52,8.33,-0.61,53.50,200.00,16.10,1008.70,0.00
CID,2017-11-20 16:52,10.56,-0.61,45.73,200.00,20.70,1007.90,0.00
CID,2017-11-20 17:52,12.78,-0.61,39.63,210.00,17.25,1006.50,0.00
CID,2017-11-20 18:52,15.00,-1.72,31.63,220.00,20.70,1005.10,0.00
CID,2017-11-20 19:52,16.11,-2.22,28.38,210.00,18.40,1003.80,0.00
CID,2017-11-20 20:52,15.56,-2.78,28.13,220.00,20.70,1003.30,0.00
CID,2017-11-20 21:52,13.89,-2.78,31.43,210.00,18.40,1003.30,0.00
CID,2017-11-20 22:52,11.67,-1.72,39.16,200.00,13.80,1003.90,0.00
CID,2017-11-20 23:52,10.56,-1.11,44.09,190.00,11.50,1004.00,0.00
CID,2017-11-21 00:52,10.00,-0.61,47.64,210.00,11.50,1004.40,0.00
CID,2017-11-21 01:52,10.00,-0.61,47.64,200.00,14.95,1004.00,0.00
CID,2017-11-21 02:52,10.00,-0.61,47.64,200.00,13.80,1003.30,0.00
CID,2017-11-21 03:52,8.89,0.00,53.67,210.00,12.65,1003.40,0.00
CID,2017-11-21 04:52,7.78,-0.61,55.36,210.00,9.20,1003.60,0.00
CID,2017-11-21 05:52,7.22,0.00,60.11,220.00,9.20,1003.50,0.00
CID,2017-11-21 06:52,5.00,-0.61,67.03,230.00,11.50,1003.50,0.00
CID,2017-11-21 07:52,5.00,-0.61,67.03,250.00,10.35,1004.10,0.00
CID,2017-11-21 08:52,3.33,-1.11,72.93,270.00,11.50,1005.00,0.00
CID,2017-11-21 09:52,3.33,-1.11,72.93,280.00,8.05,1005.40,0.00
CID,2017-11-21 10:52,4.44,-0.61,69.96,320.00,10.35,1006.60,0.00
CID,2017-11-21 11:52,5.00,-2.22,59.55,320.00,14.95,1007.20,0.00
CID,2017-11-21 12:52,3.89,-5.00,52.30,310.00,19.55,1009.70,0.0001
CID,2017-11-21 13:52,3.33,-7.78,44.14,310.00,20.70,1011.60,0.0001
CID,2017-11-21 14:52,3.33,-7.22,46.08,320.00,24.15,1012.80,0.00
CID,2017-11-21 15:52,1.11,-7.22,53.77,330.00,23.00,1014.70,0.00
CID,2017-11-21 16:52,-1.11,-8.89,55.52,310.00,25.30,1016.40,0.00
CID,2017-11-21 17:52,0.00,-8.89,51.20,330.00,24.15,1016.80,0.00
CID,2017-11-21 18:52,0.56,-8.28,51.37,320.00,24.15,1017.60,0.00
CID,2017-11-21 19:52,0.56,-8.89,48.98,330.00,20.70,1018.60,0.00
CID,2017-11-21 20:52,0.00,-8.89,51.20,340.00,21.85,1019.80,0.00
CID,2017-11-21 21:52,0.00,-8.28,53.70,330.00,21.85,1021.30,0.00
CID,2017-11-21 22:52,-1.72,-8.28,60.90,330.00,17.25,1022.50,0.00
CID,2017-11-21 23:52,-2.78,-8.28,65.84,320.00,12.65,1023.50,0.00
CID,2017-11-22 00:52,-3.28,-8.89,65.16,330.00,16.10,1024.40,0.00
CID,2017-11-22 01:52,-5.00,-8.89,74.15,320.00,11.50,1025.70,0.00
CID,2017-11-22 02:52,-5.61,-9.39,74.69,330.00,9.20,1026.00,0.00
CID,2017-11-22 03:52,-7.78,-10.00,84.05,310.00,8.05,1027.10,0.00
CID,2017-11-22 04:52,-7.78,-10.61,80.09,310.00,4.60,1027.10,0.00
CID,2017-11-22 05:52,-7.78,-10.00,84.05,330.00,5.75,1027.30,0.00
CID,2017-11-22 06:52,-8.89,-11.11,83.91,310.00,4.60,1027.60,0.00
CID,2017-11-22 07:52,-10.00,-11.72,87.20,320.00,5.75,1028.30,0.00
CID,2017-11-22 08:52,-8.89,-11.72,79.92,300.00,8.05,1028.90,0.00
CID,2017-11-22 09:52,-10.61,-12.78,84.07,280.00,8.05,1029.00,0.00
CID,2017-11-22 10:52,-10.00,-12.22,83.77,0.00,0.00,1029.70,0.00
CID,2017-11-22 11:52,-9.39,-11.72,83.11,290.00,3.45,1029.20,0.00
CID,2017-11-22 12:52,-11.11,-12.78,87.48,310.00,5.75,1029.70,0.00
CID,2017-11-22 13:52,-10.00,-11.72,87.20,270.00,3.45,1030.10,0.00
CID,2017-11-22 14:52,-6.72,-9.39,81.30,320.00,5.75,1030.30,0.00
CID,2017-11-22 15:52,-4.39,-8.89,70.81,0.00,0.00,1030.40,0.00
CID,2017-11-22 16:52,-2.22,-9.39,57.93,240.00,9.20,1029.60,0.00
CID,2017-11-22 17:52,-1.11,-9.39,53.38,190.00,6.90,1028.10,0.00
CID,2017-11-22 18:52,1.11,-9.39,45.43,220.00,8.05,1027.00,0.00
CID,2017-11-22 19:52,0.56,-10.61,42.77,230.00,5.75,1026.00,0.00
CID,2017-11-22 20:52,1.11,-10.61,41.26,210.00,8.05,1025.10,0.00
CID,2017-11-22 21:52,1.11,-10.61,41.26,200.00,8.05,1024.40,0.00
CID,2017-11-22 22:52,-0.61,-9.39,51.47,200.00,6.90,1023.90,0.00
CID,2017-11-22 23:52,0.00,-9.39,49.23,180.00,9.20,1023.00,0.00
CID,2017-11-23 00:52,0.00,-8.89,51.20,170.00,5.75,1022.80,0.00
CID,2017-11-23 01:52,0.56,-8.89,48.98,170.00,8.05,1021.80,0.00
CID,2017-11-23 02:52,0.00,-8.89,51.20,170.00,10.35,1020.70,0.00
CID,2017-11-23 03:52,0.56,-8.28,51.37,180.00,6.90,1021.10,0.00
CID,2017-11-23 04:52,-1.11,-8.28,58.23,190.00,6.90,1020.70,0.00
CID,2017-11-23 05:52,0.56,-8.28,51.37,180.00,10.35,1019.60,0.00
CID,2017-11-23 06:52,0.56,-8.28,51.37,180.00,12.65,1018.10,0.00
CID,2017-11-23 07:52,0.56,-7.78,53.40,180.00,12.65,1017.30,0.00
CID,2017-11-23 08:52,-0.61,-7.78,58.36,180.00,9.20,1016.10,0.00
CID,2017-11-23 09:52,-1.72,-7.22,66.08,190.00,9.20,1015.80,0.00
CID,2017-11-23 10:52,-2.22,-7.22,68.57,190.00,10.35,1015.80,0.00
CID,2017-11-23 11:52,-2.78,-7.22,71.45,180.00,8.05,1015.20,0.00
CID,2017-11-23 12:52,-3.28,-7.22,74.16,190.00,6.90,1015.40,0.00
CID,2017-11-23 13:52,-2.78,-6.72,74.25,180.00,5.75,1015.50,0.00
CID,2017-11-23 14:52,1.11,-5.61,60.83,250.00,8.05,1015.50,0.00
CID,2017-11-23 15:52,3.89,-5.00,52.30,300.00,9.20,1015.30,0.00
CID,2017-11-23 16:52,5.56,-5.00,46.37,310.00,6.90,1015.20,0.00
CID,2017-11-23 17:52,7.22,-4.39,43.46,290.00,3.45,1014.30,0.00
CID,2017-11-23 18:52,8.89,-3.28,42.17,320.00,6.90,1013.80,0.00
CID,2017-11-23 19:52,10.00,-2.22,42.33,320.00,5.75,1013.20,0.00
CID,2017-11-23 20:52,10.56,-1.72,42.16,290.00,6.90,1013.20,0.00
CID,2017-11-23 21:52,7.78,-1.72,51.03,300.00,6.90,1013.30,0.00
CID,2017-11-23 22:52,6.11,-1.72,57.21,0.00,0.00,1013.20,0.00
CID,2017-11-23 23:52,4.44,-2.22,62.15,0.00,0.00,1013.40,0.00
CID,2017-11-24 00:52,1.11,-2.78,75.26,170.00,4.60,1012.90,0.00
CID,2017-11-24 01:52,2.22,-2.78,69.51,180.00,3.45,1012.50,0.00
CID,2017-11-24 02:52,1.67,-2.78,72.04,160.00,5.75,1011.90,0.00
CID,2017-11-24 03:52,1.67,-2.22,75.06,180.00,6.90,1011.10,0.00
CID,2017-11-24 04:52,0.56,-2.22,81.30,180.00,5.75,1010.60,0.00
CID,2017-11-24 05:52,1.11,-1.72,81.37,190.00,10.35,1009.60,0.00
CID,2017-11-24 06:52,2.22,-1.11,78.60,190.00,10.35,1008.90,0.00
CID,2017-11-24 07:52,3.89,0.00,75.75,180.00,10.35,1007.80,0.00
CID,2017-11-24 08:52,4.44,0.00,73.14,180.00,12.65,1006.90,0.00
CID,2017-11-24 09:52,4.44,0.00,73.14,190.00,10.35,1006.00,0.00
CID,2017-11-24 10:52,5.56,0.56,70.20,190.00,16.10,1004.70,0.00
CID,2017-11-24 11:52,6.67,1.11,67.41,180.00,14.95,1003.80,0.00
CID,2017-11-24 12:52,5.56,1.11,72.78,190.00,12.65,1002.90,0.00
CID,2017-11-24 13:52,7.78,1.67,65.52,180.00,14.95,1002.00,0.00
CID,2017-11-24 14:52,11.11,2.78,56.45,190.00,16.10,1001.00,0.00
CID,2017-11-24 15:52,14.44,2.78,45.54,200.00,19.55,999.70,0.00
CID,2017-11-24 16:52,17.78,2.78,36.68,200.00,20.70,998.10,0.00
CID,2017-11-24 17:52,20.00,3.33,33.07,210.00,20.70,996.10,0.00
CID,2017-11-24 18:52,21.67,3.89,31.05,220.00,17.25,995.00,0.00
CID,2017-11-24 19:52,21.11,3.89,32.24,230.00,20.70,995.20,0.00
CID,2017-11-24 20:52,20.56,4.44,34.43,270.00,19.55,996.30,0.00
CID,2017-11-24 21:52,18.89,5.00,39.99,290.00,23.00,997.60,0.00
CID,2017-11-24 22:52,15.00,5.56,53.40,310.00,16.10,999.20,0.00
CID,2017-11-24 23:52,10.00,4.44,68.10,290.00,9.20,1000.40,0.00
CID,2017-11-25 00:52,10.00,5.00,71.07,280.00,9.20,1001.50,0.00
CID,2017-11-25 01:52,12.22,5.56,63.98,310.00,16.10,1003.00,0.00
CID,2017-11-25 02:52,10.56,6.11,73.69,310.00,26.45,1005.10,0.00
CID,2017-11-25 03:52,8.33,3.89,73.85,320.00,14.95,1006.50,0.00
CID,2017-11-25 04:52,6.67,2.78,75.93,320.00,12.65,1008.10,0.00
CID,2017-11-25 05:52,5.56,2.78,81.98,330.00,17.25,1009.10,0.00
CID,2017-11-25 06:52,4.44,1.67,82.80,320.00,13.80,1010.10,0.00
CID,2017-11-25 07:52,3.33,1.11,85.69,310.00,9.20,1011.00,0.00
CID,2017-11-25 08:52,2.78,0.56,85.64,320.00,11.50,1011.90,0.00
CID,2017-11-25 09:52,2.22,0.00,85.23,300.00,10.35,1012.30,0.00
CID,2017-11-25 10:52,1.67,0.00,88.33,310.00,10.35,1013.30,0.00
CID,2017-11-25 11:52,0.56,-0.61,91.51,290.00,9.20,1014.50,0.00
CID,2017-11-25 12:52,0.00,-1.11,92.22,310.00,10.35,1015.50,0.00
CID,2017-11-25 13:52,0.56,-1.11,88.23,300.00,6.90,1016.30,0.00
CID,2017-11-25 14:52,5.00,1.11,75.94,300.00,16.10,1017.30,0.00
CID,2017-11-25 15:52,6.67,0.56,65.02,320.00,14.95,1018.00,0.00
CID,2017-11-25 16:52,8.89,-1.11,49.49,330.00,14.95,1018.40,0.00
CID,2017-11-25 17:52,10.00,-1.72,43.92,300.00,17.25,1018.40,0.00
CID,2017-11-25 18:52,11.11,-2.22,39.30,330.00,19.55,1018.40,0.00
CID,2017-11-25 19:52,11.11,-2.22,39.30,310.00,17.25,1018.80,0.00
CID,2017-11-25 20:52,10.56,-2.78,38.99,320.00,16.10,1019.40,0.00
CID,2017-11-25 21:52,9.44,-2.78,42.32,310.00,14.95,1020.00,0.00
CID,2017-11-25 22:52,5.56,-2.78,54.78,300.00,9.20,1020.80,0.00
CID,2017-11-25 23:52,2.78,-3.28,64.38,300.00,10.35,1021.20,0.00
CID,2017-11-26 00:52,3.89,-2.78,61.78,310.00,10.35,1021.80,0.00
CID,2017-11-26 01:52,1.67,-3.28,69.41,320.00,6.90,1022.40,0.00
CID,2017-11-26 02:52,0.56,-3.89,71.82,320.00,8.05,1023.00,0.00
CID,2017-11-26 03:52,-0.61,-4.39,75.59,330.00,8.05,1023.10,0.00
CID,2017-11-26 04:52,-2.22,-5.61,77.57,310.00,6.90,1023.60,0.00
CID,2017-11-26 05:52,-3.28,-6.11,80.75,0.00,0.00,1023.60,0.00
CID,2017-11-26 06:52,-3.28,-6.11,80.75,270.00,4.60,1023.50,0.00
CID,2017-11-26 07:52,-3.89,-6.11,84.53,250.00,4.60,1024.30,0.00
CID,2017-11-26 08:52,-4.39,-6.72,83.75,0.00,0.00,1023.70,0.00
CID,2017-11-26 09:52,-2.78,-5.00,84.66,280.00,3.45,1024.30,0.00
CID,2017-11-26 10:52,-4.39,-6.72,83.75,0.00,0.00,1024.30,0.00
CID,2017-11-26 11:52,-5.61,-6.72,91.86,200.00,5.75,1023.90,0.00
CID,2017-11-26 12:52,-5.61,-6.72,91.86,180.00,4.60,1023.80,0.00
CID,2017-11-26 13:52,-4.39,-5.61,91.17,170.00,3.45,1023.80,0.00
CID,2017-11-26 14:52,1.11,-2.22,78.43,180.00,5.75,1023.50,0.00
CID,2017-11-26 15:52,5.00,-1.72,61.79,190.00,16.10,1023.10,0.00
CID,2017-11-26 16:52,8.33,-0.61,53.50,200.00,14.95,1021.90,0.00
CID,2017-11-26 17:52,10.56,-0.61,45.73,210.00,13.80,1020.40,0.00
CID,2017-11-26 18:52,12.78,0.56,43.31,220.00,17.25,1019.30,0.00
CID,2017-11-26 19:52,14.44,1.67,42.24,230.00,14.95,1018.10,0.00
CID,2017-11-26 20:52,13.89,2.22,45.22,230.00,14.95,1017.60,0.00
CID,2017-11-26 21:52,14.44,2.78,45.54,240.00,5.75,1017.80,0.00
CID,2017-11-26 22:52,11.11,1.67,52.36,240.00,5.75,1018.10,0.00
CID,2017-11-26 23:52,8.89,1.67,60.76,0.00,0.00,1018.30,0.00
CID,2017-11-27 00:52,8.33,1.67,63.33,0.00,0.00,1018.10,0.00
CID,2017-11-27 01:52,6.11,1.67,73.45,180.00,3.45,1018.30,0.00
CID,2017-11-27 02:52,4.44,0.56,76.44,210.00,4.60,1017.70,0.00
CID,2017-11-27 03:52,3.33,0.56,82.66,170.00,4.60,1017.20,0.00
CID,2017-11-27 04:52,4.44,0.56,76.44,0.00,0.00,1017.00,0.00
CID,2017-11-27 05:52,4.44,0.56,76.44,0.00,0.00,1016.80,0.00
CID,2017-11-27 06:52,1.11,-0.61,88.27,0.00,0.00,1016.50,0.00
CID,2017-11-27 07:52,3.33,1.11,85.69,0.00,0.00,1016.00,0.00
CID,2017-11-27 08:52,0.00,-0.61,95.65,140.00,3.45,1016.10,0.00
CID,2017-11-27 09:52,-0.61,-1.72,92.18,130.00,4.60,1015.80,0.00
CID,2017-11-27 10:52,-1.72,-2.22,96.38,140.00,4.60,1015.70,0.00
CID,2017-11-27 11:52,-1.11,-2.22,92.15,140.00,4.60,1015.50,0.00
CID,2017-11-27 12:52,-1.11,-2.22,92.15,140.00,4.60,1015.60,0.00
CID,2017-11-27 13:52,0.56,-0.61,91.51,160.00,4.60,1016.10,0.00
CID,2017-11-27 14:52,4.44,1.67,82.80,140.00,6.90,1015.20,0.00
CID,2017-11-27 15:52,7.78,1.67,65.52,160.00,9.20,1014.50,0.00
CID,2017-11-27 16:52,9.44,1.67,58.75,170.00,9.20,1013.50,0.00
CID,2017-11-27 17:52,12.22,1.67,48.65,160.00,11.50,1012.40,0.00
CID,2017-11-27 18:52,13.89,1.67,43.63,160.00,13.80,1011.20,0.00
CID,2017-11-27 19:52,16.11,2.22,39.19,160.00,11.50,1009.60,0.00
CID,2017-11-27 20:52,15.00,2.78,43.78,170.00,16.10,1009.00,0.00
CID,2017-11-27 21:52,14.44,3.33,47.18,160.00,13.80,1008.50,0.00
CID,2017-11-27 22:52,13.33,3.89,52.94,160.00,12.65,1008.10,0.00
CID,2017-11-27 23:52,12.78,4.44,56.66,170.00,16.10,1007.80,0.00
CID,2017-11-28 00:52,13.33,5.00,57.23,170.00,16.10,1007.30,0.00
CID,2017-11-28 01:52,12.78,5.56,61.69,170.00,17.25,1006.90,0.00
CID,2017-11-28 02:52,13.33,5.56,59.71,180.00,17.25,1006.10,0.00
CID,2017-11-28 03:52,13.33,5.56,59.71,190.00,16.10,1006.30,0.00
CID,2017-11-28 04:52,12.78,5.56,61.69,180.00,14.95,1006.70,0.00
CID,2017-11-28 05:52,12.22,5.56,63.98,170.00,11.50,1007.00,0.00
CID,2017-11-28 06:52,11.67,5.56,66.13,180.00,9.20,1007.00,0.00
CID,2017-11-28 07:52,11.67,5.56,66.13,180.00,12.65,1006.90,0.00
CID,2017-11-28 08:52,11.67,5.00,63.38,180.00,13.80,1007.10,0.00
CID,2017-11-28 09:52,10.56,4.44,65.38,190.00,12.65,1007.40,0.00
CID,2017-11-28 10:52,10.00,3.89,65.75,190.00,11.50,1008.00,0.00
CID,2017-11-28 11:52,11.11,3.33,58.48,190.00,17.25,1008.10,0.00
CID,2017-11-28 12:52,10.56,2.78,58.36,190.00,13.80,1008.70,0.00
CID,2017-11-28 13:52,11.11,2.78,56.45,200.00,11.50,1009.40,0.00
CID,2017-11-28 14:52,11.11,3.33,58.48,250.00,10.35,1010.70,0.00
CID,2017-11-28 15:52,11.67,4.44,60.73,250.00,9.20,1011.60,0.00
CID,2017-11-28 16:52,11.11,7.22,76.94,300.00,11.50,1012.40,0.00
CID,2017-11-28 17:52,13.89,4.44,52.70,320.00,16.10,1013.00,0.00
CID,2017-11-28 18:52,14.44,3.33,47.18,340.00,19.55,1014.20,0.00
CID,2017-11-28 19:52,13.33,-0.61,38.36,360.00,24.15,1015.40,0.00
CID,2017-11-28 20:52,13.33,-5.61,26.43,350.00,20.70,1016.80,0.00
CID,2017-11-28 21:52,11.11,-4.39,33.44,340.00,14.95,1018.70,0.00
CID,2017-11-28 22:52,7.78,-2.78,47.20,320.00,8.05,1020.10,0.00
CID,2017-11-28 23:52,6.11,-3.89,48.70,330.00,8.05,1021.80,0.00
CID,2017-11-29 00:52,5.00,-3.89,52.61,320.00,10.35,1022.70,0.00
CID,2017-11-29 01:52,2.22,-4.39,61.62,300.00,9.20,1023.90,0.00
CID,2017-11-29 02:52,1.67,-4.39,63.86,310.00,10.35,1024.70,0.00
CID,2017-11-29 03:52,0.56,-6.11,60.71,320.00,8.05,1025.30,0.00
CID,2017-11-29 04:52,0.00,-7.22,58.27,310.00,9.20,1025.90,0.00
CID,2017-11-29 05:52,-1.72,-7.78,63.31,310.00,8.05,1026.40,0.00
CID,2017-11-29 06:52,-3.89,-8.89,68.20,270.00,5.75,1026.50,0.00
CID,2017-11-29 07:52,-3.89,-8.89,68.20,340.00,11.50,1026.50,0.00
CID,2017-11-29 08:52,-1.72,-7.78,63.31,340.00,12.65,1026.20,0.00
CID,2017-11-29 09:52,-1.72,-7.78,63.31,350.00,16.10,1025.90,0.00
CID,2017-11-29 10:52,-1.11,-7.78,60.53,350.00,6.90,1026.40,0.00
CID,2017-11-29 11:52,-0.61,-8.89,53.53,10.00,6.90,1026.90,0.00
CID,2017-11-29 12:52,-3.89,-9.39,65.58,0.00,0.00,1027.30,0.00
CID,2017-11-29 13:52,-3.28,-7.78,71.04,190.00,6.90,1027.50,0.00
CID,2017-11-29 14:52,0.56,-5.61,63.06,130.00,5.75,1027.70,0.00
CID,2017-11-29 15:52,2.78,-6.72,49.61,110.00,11.50,1027.70,0.00
CID,2017-11-29 16:52,5.56,-6.72,40.67,110.00,11.50,1027.00,0.00
CID,2017-11-29 17:52,7.22,-7.22,35.02,120.00,10.35,1025.90,0.00
CID,2017-11-29 18:52,7.78,-7.22,33.72,140.00,13.80,1024.70,0.00
CID,2017-11-29 19:52,8.33,-6.72,33.87,160.00,11.50,1023.00,0.00
CID,2017-11-29 20:52,8.33,-7.22,32.59,180.00,12.65,1021.90,0.00
CID,2017-11-29 21:52,7.22,-6.72,36.40,170.00,9.20,1021.50,0.00
CID,2017-11-29 22:52,3.89,-6.11,48.06,150.00,4.60,1020.50,0.00
CID,2017-11-29 23:52,4.44,-5.00,50.50,150.00,5.75,1020.20,0.00
CID,2017-11-30 00:52,3.89,-5.61,49.93,180.00,4.60,1019.90,0.00
CID,2017-11-30 01:52,3.89,-4.39,54.77,250.00,4.60,1020.70,0.00
CID,2017-11-30 02:52,5.00,-3.89,52.61,240.00,3.45,1020.40,0.00
CID,2017-11-30 03:52,4.44,-3.89,54.90,200.00,6.90,1019.40,0.00
CID,2017-11-30 04:52,5.00,-4.39,50.67,230.00,10.35,1019.30,0.00
CID,2017-11-30 05:52,5.00,-4.39,50.67,230.00,10.35,1018.50,0.00
CID,2017-11-30 06:52,3.89,-5.00,52.30,0.00,0.00,1017.90,0.00
CID,2017-11-30 07:52,1.67,-5.00,60.99,250.00,8.05,1017.80,0.00
CID,2017-11-30 08:52,1.67,-5.00,60.99,270.00,11.50,1017.80,0.00
CID,2017-11-30 09:52,2.22,-5.00,58.85,300.00,13.80,1018.40,0.00
CID,2017-11-30 10:52,0.56,-4.39,69.17,290.00,12.65,1018.80,0.00
CID,2017-11-30 11:52,0.00,-3.89,75.07,290.00,12.65,1019.30,0.00
CID,2017-11-30 12:52,-0.61,-3.28,82.15,300.00,10.35,1019.80,0.00
CID,2017-11-30 13:52,1.11,-2.22,78.43,300.00,11.50,1020.60,0.00
CID,2017-11-30 14:52,4.44,-1.11,67.45,300.00,12.65,1020.90,0.00
CID,2017-11-30 15:52,6.67,-1.11,57.37,310.00,16.10,1021.40,0.00
CID,2017-11-30 16:52,8.33,-1.11,51.58,300.00,16.10,1021.80,0.00
CID,2017-11-30 17:52,10.00,-1.72,43.92,300.00,19.55,1021.40,0.00
CID,2017-11-30 18:52,10.56,-2.22,40.63,310.00,18.40,1021.20,0.00
CID,2017-11-30 19:52,10.56,-3.28,37.57,310.00,19.55,1021.00,0.00
CID,2017-11-30 20:52,10.56,-3.89,35.89,310.00,18.40,1021.00,0.00
CID,2017-11-30 21:52,9.44,-3.89,38.95,300.00,11.50,1021.60,0.00
CID,2017-11-30 22:52,5.00,-4.39,50.67,300.00,8.05,1022.30,0.00
CID,2017-11-30 23:52,2.78,-4.39,59.24,280.00,8.05,1022.50,0.00
CID,2017-12-01 00:52,0.00,-5.61,65.92,250.00,4.60,1022.80,0.00
CID,2017-12-01 01:52,-1.11,-5.61,71.48,250.00,5.75,1023.00,0.00
CID,2017-12-01 02:52,-0.61,-5.61,68.91,260.00,3.45,1023.40,0.00
CID,2017-12-01 03:52,-0.61,-5.61,68.91,270.00,5.75,1023.30,0.00
CID,2017-12-01 04:52,-0.61,-5.61,68.91,0.00,0.00,1023.30,0.00
CID,2017-12-01 05:52,-2.22,-6.11,74.67,0.00,0.00,1023.10,0.00
CID,2017-12-01 06:52,-3.28,-6.11,80.75,180.00,3.45,1023.00,0.00
CID,2017-12-01 07:52,-2.22,-6.11,74.67,230.00,3.45,1023.30,0.00
CID,2017-12-01 08:52,-3.89,-6.72,80.66,180.00,3.45,1023.50,0.00
CID,2017-12-01 09:52,-2.78,-6.11,77.80,180.00,3.45,1023.20,0.00
CID,2017-12-01 10:52,-4.39,-6.72,83.75,180.00,3.45,1023.30,0.00
CID,2017-12-01 11:52,-4.39,-6.72,83.75,180.00,3.45,1023.60,0.00
CID,2017-12-01 12:52,-5.61,-7.22,88.40,180.00,5.75,1023.90,0.00
CID,2017-12-01 13:52,-3.89,-6.11,84.53,170.00,5.75,1024.00,0.00
CID,2017-12-01 14:52,0.56,-2.78,78.03,160.00,4.60,1023.50,0.00
CID,2017-12-01 15:52,5.00,-2.22,59.55,180.00,8.05,1023.40,0.00
CID,2017-12-01 16:52,8.89,-2.78,43.77,190.00,11.50,1023.20,0.00
CID,2017-12-01 17:52,11.67,-3.89,33.34,200.00,13.80,1022.20,0.00
CID,2017-12-01 18:52,12.22,-4.39,31.07,190.00,18.40,1021.20,0.00
CID,2017-12-01 19:52,12.22,-5.61,28.33,180.00,14.95,1020.10,0.00
CID,2017-12-01 20:52,11.67,-6.11,28.18,170.00,11.50,1019.80,0.00
CID,2017-12-01 21:52,10.56,-5.61,31.52,170.00,9.20,1019.60,0.00
CID,2017-12-01 22:52,7.78,-5.61,38.15,160.00,8.05,1019.60,0.00
CID,2017-12-01 23:52,6.67,-5.00,42.95,170.00,9.20,1019.60,0.00
CID,2017-12-02 00:52,6.11,-5.00,44.80,180.00,10.35,1019.50,0.00
CID,2017-12-02 01:52,6.11,-5.00,44.80,170.00,9.20,1019.60,0.00
CID,2017-12-02 02:52,3.89,-4.39,54.77,170.00,8.05,1019.70,0.00
CID,2017-12-02 03:52,1.67,-5.00,60.99,180.00,6.90,1019.60,0.00
CID,2017-12-02 04:52,1.67,-4.39,63.86,190.00,3.45,1019.90,0.00
CID,2017-12-02 05:52,2.22,-3.28,66.97,170.00,3.45,1019.30,0.00
CID,2017-12-02 06:52,2.22,-3.28,66.97,150.00,5.75,1019.00,0.00
CID,2017-12-02 07:52,1.67,-3.28,69.41,170.00,4.60,1018.80,0.00
CID,2017-12-02 08:52,0.56,-3.89,71.82,170.00,5.75,1018.30,0.00
CID,2017-12-02 09:52,-0.61,-4.39,75.59,180.00,4.60,1018.20,0.00
CID,2017-12-02 10:52,0.00,-4.39,72.30,180.00,4.60,1018.40,0.00
